"56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29"
"56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29"
"56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29"
"56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29"
"56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29"
"56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","255, 255, 0","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29"
"56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29"
"56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29"
"56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","17, 85, 204","17, 85, 204","17, 85, 204","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29"
"56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29"
"56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29"
"56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","17, 85, 204","17, 85, 204","255, 255, 0","255, 255, 0","17, 85, 204","17, 85, 204","17, 85, 204","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29"
"56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","17, 85, 204","17, 85, 204","17, 85, 204","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29"
"56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29"
"56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","17, 85, 204","17, 85, 204","17, 85, 204","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29"
"56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29"
"56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29"
"56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","255, 255, 0","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29"
"56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29"
"56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29"
"56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29"
"56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29"
"56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29"
